Alk-N,Aspect,AP,Elevation,AK,TN,TP,Slope,SK,pH,PET,TMP,PRE,NDVI,AP/TP,AK/SK,PET/PRE,TN/TP,TN/Alk-N,Elevation/PET,TMP/PET,Elevation/TMP,SOM
64.44678846,320.829,12.34359172,1102,143.6910784,0.538,0.568,19.543,778.7418364,7.76,1085.2,9.1,503.6,1626,25.56105332,0.182859454,2.154884829,0.947183099,0.014305545,1.015481017,0.008385551,121.0989011,7.4
64.44678846,129.227,12.34359172,450,143.6910784,0.53,0.678,1.466,778.7418364,8.28,1228.8,13.142,589.5,2150,25.56105332,0.182859454,2.084478372,0.781710914,0.014305545,0.366210938,0.010694987,34.24136357,6.6
64.44678846,0,12.34359172,690,143.6910784,0.296,0.508,0,778.7418364,7.88,1172.4,12.242,610.9,1676,25.56105332,0.182859454,1.919135701,0.582677165,0.014305545,0.588536336,0.010441829,56.36333932,5.8
64.44678846,328.545,12.34359172,385,143.6910784,0.504,0.202,2.173,778.7418364,8.94,1233.9,13.583,591.6,1627,25.56105332,0.182859454,2.085699797,2.495049505,0.014305545,0.312018802,0.011008185,28.34425385,7.1
64.44678846,191.579,12.34359172,419,143.6910784,0.448,0.612,5.662,778.7418364,8.36,1214.9,13.25,583.5,1969,25.56105332,0.182859454,2.082090831,0.732026144,0.014305545,0.344884353,0.010906247,31.62264151,5.9
64.44678846,129.112,12.34359172,391,143.6910784,0.498,0.564,1.47,778.7418364,7.94,1226.7,13.358,588.4,1908,25.56105332,0.182859454,2.084806254,0.882978723,0.014305545,0.318741339,0.010889378,29.27084893,9.2
64.44678846,129.031,12.34359172,545,143.6910784,0.822,0.465,1.472,778.7418364,8.275,1219.1,12.508,582,2168,25.56105332,0.182859454,2.09467354,1.767741935,0.014305545,0.447051103,0.010260028,43.57211385,16.45
64.44678846,97.429,12.34359172,1237,143.6910784,0.31,0.568,7.136,778.7418364,8.12,1019.7,7.183,479.3,2495,25.56105332,0.182859454,2.127477571,0.545774648,0.014305545,1.213101893,0.007044229,172.2121676,3.44
64.44678846,180,12.34359172,540,143.6910784,0.326,0.628,1.854,778.7418364,7.84,1206.9,12.892,599.3,1859,25.56105332,0.182859454,2.013849491,0.51910828,0.014305545,0.447427293,0.010681912,41.8864412,5.02
64.44678846,67.81,12.34359172,537,143.6910784,0.518,0.844,2.454,778.7418364,8,1203.3,12.908,596,1859,25.56105332,0.182859454,2.018959732,0.613744076,0.014305545,0.44627275,0.010727167,41.60210722,9.26
64.44678846,157.587,12.34359172,466,143.6910784,1.533,0.81,3.007,778.7418364,7.967,1196.7,12.933,569.7,2436,25.56105332,0.182859454,2.100579252,1.892592593,0.014305545,0.389404195,0.01080722,36.03185649,36
64.44678846,39.101,12.34359172,513,143.6910784,0.59,0.306,3.581,778.7418364,8.34,1136.5,13.008,656.7,1919,25.56105332,0.182859454,1.730622811,1.928104575,0.014305545,0.451385834,0.011445667,39.43726937,6.78
64.44678846,0,12.34359172,1375,143.6910784,0.715,0.535,1.854,778.7418364,6.967,988.5,6.692,513.7,2902,25.56105332,0.182859454,1.924274869,1.336448598,0.014305545,1.390996459,0.006769853,205.469217,6.63
64.44678846,51.049,12.34359172,423,143.6910784,1.612,0.74,2.948,778.7418364,8.16,1198.1,13.133,561.2,2191,25.56105332,0.182859454,2.134889522,2.178378378,0.014305545,0.35305901,0.010961522,32.20893931,33.78
64.44678846,299.784,12.34359172,1169,143.6910784,0.46,0.32,18.05,778.7418364,8.275,1108.7,9.842,533,2009,25.56105332,0.182859454,2.08011257,1.4375,0.014305545,1.054388022,0.008877063,118.7766714,5.8
64.44678846,8.229,12.34359172,1154,143.6910784,0.71,0.54,23.038,778.7418364,8.25,1103.2,9.483,521.5,2182,25.56105332,0.182859454,2.115436242,1.314814815,0.014305545,1.046047861,0.008595903,121.6914479,8.5
64.44678846,270,12.34359172,453,143.6910784,0.995,0.558,1.141,778.7418364,8.05,1220.2,13.075,592.2,1656,25.56105332,0.182859454,2.06045255,1.783154122,0.014305545,0.371250615,0.010715456,34.64627151,11.8
64.44678846,108.912,12.34359172,931,143.6910784,0.566,0.582,16.682,778.7418364,8.3,1145.6,10.2,521.1,2182,25.56105332,0.182859454,2.198426406,0.972508591,0.014305545,0.812674581,0.008903631,91.2745098,11.42
64.44678846,180,12.34359172,628,143.6910784,0.404,0.294,1.854,778.7418364,8.2,1187.8,12.5,607.8,1727,25.56105332,0.182859454,1.95426127,1.37414966,0.014305545,0.528708537,0.010523657,50.24,5.64
64.44678846,273.907,12.34359172,1261,143.6910784,0.66,0.84,25.413,778.7418364,8.025,1067.6,7.517,477.1,1764,25.56105332,0.182859454,2.23768602,0.785714286,0.014305545,1.18115399,0.007041027,167.753093,8.1
64.44678846,309.07,12.34359172,551,143.6910784,0.728,0.43,2.941,778.7418364,8.4,1211,12.817,606.3,2299,25.56105332,0.182859454,1.997361042,1.693023256,0.014305545,0.454995871,0.010583815,42.9897792,8.6
64.44678846,300.292,12.34359172,766,143.6910784,0.468,0.46,14.399,778.7418364,7.96,1160.6,11.45,526.5,1702,25.56105332,0.182859454,2.204368471,1.017391304,0.014305545,0.660003446,0.009865587,66.89956332,6.52
64.44678846,270,12.34359172,645,143.6910784,0.494,0.528,2.285,778.7418364,8.36,1198.6,12.6,610.7,2142,25.56105332,0.182859454,1.962665793,0.935606061,0.014305545,0.538127816,0.010512264,51.19047619,5.76
64.44678846,128.543,12.34359172,893,143.6910784,0.538,0.483,1.488,778.7418364,8.033,1166.8,10.633,508.5,1451,25.56105332,0.182859454,2.294591937,1.113871636,0.014305545,0.765341104,0.009112959,83.98382394,9.55
64.44678846,154.422,12.34359172,727,143.6910784,0.458,0,13.132,778.7418364,7.967,1157.5,11.675,528.6,1702,25.56105332,0.182859454,2.1897465,1.187799783,0.014305545,0.628077754,0.010086393,62.26980728,6.2
64.44678846,235.778,12.34359172,561,143.6910784,0.608,0.772,8.19,778.7418364,8.3,1172.3,13,630.6,2335,25.56105332,0.182859454,1.859023153,0.787564767,0.014305545,0.478546447,0.011089312,43.15384615,8.3
64.44678846,270,12.34359172,1572,143.6910784,0.4,0.47,5.926,778.7418364,8.3,925.6,4.517,472.8,1422,25.56105332,0.182859454,1.957698816,0.85106383,0.014305545,1.698357822,0.004880078,348.0185964,5.63
64.44678846,244.089,12.34359172,2111,143.6910784,0.333,0.63,16.508,778.7418364,7.017,817.3,3.325,542.4,3913,25.56105332,0.182859454,1.506821534,0.528571429,0.014305545,2.582894898,0.004068274,634.887218,5.52
64.44678846,101.017,12.34359172,1543,143.6910784,0.322,0.64,4.842,778.7418364,8.5,1004.4,5.592,464.9,1427,25.56105332,0.182859454,2.160464616,0.503125,0.014305545,1.536240542,0.005567503,275.9298999,4.36
64.44678846,270,12.34359172,1523,143.6910784,0.264,0.396,7.107,778.7418364,8.21,979,5.533,467.5,1422,25.56105332,0.182859454,2.094117647,0.666666667,0.014305545,1.55566905,0.005651685,275.2575456,5.08
64.44678846,231.133,12.34359172,500,143.6910784,1.045,0.53,2.953,778.7418364,8.05,1182.7,12.208,549.2,2017,25.56105332,0.182859454,2.153495994,1.971698113,0.014305545,0.422761478,0.010322144,40.95674967,20.62
64.44678846,122.996,12.34359172,605,143.6910784,0.403,0.43,6.781,778.7418364,8.067,1186.7,12.725,613.6,2371,25.56105332,0.182859454,1.933996089,0.937209302,0.014305545,0.50981714,0.010723013,47.54420432,5.5
64.44678846,0,12.34359172,631,143.6910784,0.618,0.55,1.854,778.7418364,8.28,1179.6,12.542,620.3,2371,25.56105332,0.182859454,1.901660487,1.123636364,0.014305545,0.534927094,0.010632418,50.31095519,8.08
64.44678846,320.299,12.34359172,636,143.6910784,0.66,0.675,7.195,778.7418364,8.075,1200.3,11.65,553.7,2005,25.56105332,0.182859454,2.167780386,0.977777778,0.014305545,0.529867533,0.009705907,54.59227468,12.83
64.44678846,222.513,12.34359172,430,143.6910784,0.535,0.69,19.36,778.7418364,7.637,1178.9,13.875,630,1673,25.56105332,0.182859454,1.871269841,0.775362319,0.014305545,0.364746798,0.011769446,30.99099099,4.8
64.44678846,248.066,12.34359172,856,143.6910784,0.262,0.352,4.954,778.7418364,8.1685,1132.4,11.158,589.5,2491,25.56105332,0.182859454,1.920949958,0.744318182,0.014305545,0.755916637,0.009853409,76.71625739,5.43
64.44678846,185.11,12.34359172,1329,143.6910784,0.565,0.475,25.235,778.7418364,8.05,992.8,5.933,394.6,1569,25.56105332,0.182859454,2.515965535,1.189473684,0.014305545,1.338638195,0.005976027,224.0013484,7.18
64.44678846,242.016,12.34359172,732,143.6910784,0.747,0.57,3.947,778.7418364,8.217,1208.5,11.15,492.9,1783,25.56105332,0.182859454,2.451815784,1.310526316,0.014305545,0.605709557,0.009226314,65.65022422,11.07
64.44678846,248.258,12.34359172,729,143.6910784,0.333,0.497,4.995,778.7418364,8.167,1198,11.342,495.9,1783,25.56105332,0.182859454,2.415809639,0.670020121,0.014305545,0.60851419,0.009467446,64.27437842,6.25
64.44678846,301.24,12.34359172,881,143.6910784,0.494,0.612,5.349,778.7418364,8.38,1146.3,11.1,609.2,2049,25.56105332,0.182859454,1.881648063,0.807189542,0.014305545,0.768559714,0.009683329,79.36936937,7.86
64.44678846,312.061,12.34359172,1425,143.6910784,0.41,0.553,9.6,778.7418364,8.45,980.9,5.3,419.8,1573,25.56105332,0.182859454,2.336588852,0.741410488,0.014305545,1.452747477,0.005403201,268.8679245,6.73
64.44678846,32.547,12.34359172,1378,143.6910784,0.42,0.46,2.2,778.7418364,8.4,1045.6,7.117,468.2,1583,25.56105332,0.182859454,2.233233661,0.913043478,0.014305545,1.317903596,0.006806618,193.6209077,4.5
64.44678846,51.514,12.34359172,746,143.6910784,0.382,0.6,1.49,778.7418364,8.1,1194,10.883,477.5,1401,25.56105332,0.182859454,2.50052356,0.636666667,0.014305545,0.62479062,0.00911474,68.54727557,5.57
64.44678846,32.152,12.34359172,739,143.6910784,0.427,0.573,2.19,778.7418364,8.117,1192.9,10.683,468.9,1598,25.56105332,0.182859454,2.544039241,0.745200698,0.014305545,0.619498701,0.008955487,69.17532528,4.57
64.44678846,68.716,12.34359172,1531,143.6910784,0.735,0.183,26.13,778.7418364,6.875,857.9,8.825,699.9,3912,25.56105332,0.182859454,1.225746535,4.016393443,0.014305545,1.784590279,0.010286747,173.4844193,14.38
64.44678846,235.99,12.34359172,1190,143.6910784,0.52,0.306,8.234,778.7418364,8.24,1046.5,9.25,652.7,2882,25.56105332,0.182859454,1.603339972,1.699346405,0.014305545,1.137123746,0.008838987,128.6486486,6.74
64.44678846,353.569,12.34359172,1560,143.6910784,0.628,0.484,20.54,778.7418364,8.66,954.4,4.942,398.4,1383,25.56105332,0.182859454,2.395582329,1.297520661,0.014305545,1.634534786,0.005178122,315.6616754,10.78
64.44678846,90,12.34359172,742,143.6910784,0.34,0.53,1.165,778.7418364,7.72,1181.5,10.775,470.7,1451,25.56105332,0.182859454,2.510091353,0.641509434,0.014305545,0.628015235,0.009119763,68.86310905,4.98
64.44678846,175.251,12.34359172,1685,143.6910784,1.218,0.572,13.693,778.7418364,6.64,853.4,6.4,638.8,4459,25.56105332,0.182859454,1.335942392,2.129370629,0.014305545,1.974455121,0.007499414,263.28125,27.74
64.44678846,253.744,12.34359172,2406,143.6910784,2.008,0.7,9.842,778.7418364,6.8,621.3,0.467,514.4,3673,25.56105332,0.182859454,1.20781493,2.868571429,0.014305545,3.87252535,0.00075165,5152.034261,49.86
64.44678846,110.225,12.34359172,2231,143.6910784,1.48,0.605,22.852,778.7418364,6.925,681,1.5,516.8,2729,25.56105332,0.182859454,1.317724458,2.446280992,0.014305545,3.276064611,0.002202643,1487.333333,31.1
64.44678846,157.185,12.34359172,781,143.6910784,0.65,0.314,3.016,778.7418364,7.57,1155.6,10.675,463.5,1610,25.56105332,0.182859454,2.493203883,2.070063694,0.014305545,0.675839391,0.009237625,73.16159251,10.52
64.44678846,130.563,12.34359172,1105,143.6910784,0.68,0.54,22.938,778.7418364,8.1685,1045.4,9.433,604.7,3182,25.56105332,0.182859454,1.728791136,1.259259259,0.014305545,1.05701167,0.00902334,117.1419485,9.78
64.44678846,327.893,12.34359172,836,143.6910784,0.56,0.54,4.371,778.7418364,7.88,1165.2,10.5,495.2,1895,25.56105332,0.182859454,2.352988691,1.037037037,0.014305545,0.717473395,0.009011329,79.61904762,8.68
64.44678846,102.751,12.34359172,818,143.6910784,0.24,0.487,8.345,778.7418364,8,1132.6,10.617,448.5,1490,25.56105332,0.182859454,2.525306577,0.492813142,0.014305545,0.722232032,0.009374007,77.04624659,4.47
64.44678846,285.026,12.34359172,975,143.6910784,0.458,0.428,14.023,778.7418364,8,1122.9,9.775,604.4,2091,25.56105332,0.182859454,1.857875579,1.070093458,0.014305545,0.86828747,0.008705138,99.74424552,5.24
64.44678846,270,12.34359172,1335,143.6910784,0.568,0.69,1.194,778.7418364,8.16,994.7,6.975,427.1,1533,25.56105332,0.182859454,2.328962772,0.823188406,0.014305545,1.3421132,0.007012164,191.3978495,11.8
64.44678846,242.165,12.34359172,817,143.6910784,0.454,0.292,3.966,778.7418364,7.96,1139.4,10.35,443.9,1490,25.56105332,0.182859454,2.566794323,1.554794521,0.014305545,0.717044058,0.009083728,78.93719807,6.18
64.44678846,79.246,12.34359172,1157,143.6910784,0.6,0.147,27.498,778.7418364,8.175,1059.1,9.467,468.5,1664,25.56105332,0.182859454,2.260618997,4.081632653,0.014305545,1.092436975,0.008938722,122.2140065,16.55
64.44678846,67.867,12.34359172,830,143.6910784,0.85,0.252,12.124,778.7418364,7.92,1131.5,11.742,652.9,1762,25.56105332,0.182859454,1.733037219,3.373015873,0.014305545,0.733539549,0.010377375,70.6864248,7.2
64.44678846,219.267,12.34359172,864,143.6910784,0.728,0.298,7.151,778.7418364,8.075,1037.6,10.9,673.6,2216,25.56105332,0.182859454,1.540380048,2.44295302,0.014305545,0.832690825,0.010505012,79.26605505,14.1
64.44678846,85.178,12.34359172,1497,143.6910784,1.055,0.553,30.014,778.7418364,8.3,958,7.458,468.4,2372,25.56105332,0.182859454,2.045260461,1.907775769,0.014305545,1.56263048,0.007784969,200.7240547,20.4
64.44678846,147.107,12.34359172,1120,143.6910784,0.498,0.514,2.208,778.7418364,8.3,1099.6,8,398.8,1520,25.56105332,0.182859454,2.757271815,0.968871595,0.014305545,1.018552201,0.007275373,140,13.18
64.44678846,333.759,12.34359172,1987,143.6910784,0.835,0.53,13.204,778.7418364,6.6,785.7,2.7,523.2,2663,25.56105332,0.182859454,1.501720183,1.575471698,0.014305545,2.528955072,0.003436426,735.9259259,11.75
64.44678846,114.747,12.34359172,1126,143.6910784,0.543,0.647,8.793,778.7418364,8.1685,1096.7,9.317,640.4,2614,25.56105332,0.182859454,1.712523423,0.839258114,0.014305545,1.026716513,0.008495486,120.8543523,7.03
64.44678846,270,12.34359172,765,143.6910784,0.41,0.399,1.171,778.7418364,8.114,1156.2,10.475,454.1,1508,25.56105332,0.182859454,2.546135213,1.027568922,0.014305545,0.661650234,0.009059851,73.03102625,5.23
64.44678846,346.205,12.34359172,648,143.6910784,0.44,0.362,4.764,778.7418364,7.42,1136.5,12.583,645.4,1961,25.56105332,0.182859454,1.760923458,1.215469613,0.014305545,0.570171579,0.011071711,51.49805293,2.98
64.44678846,51.665,12.34359172,778,143.6910784,1.405,1.153,2.988,778.7418364,7.8,1111.1,10.683,451.2,1753,25.56105332,0.182859454,2.462544326,1.218560278,0.014305545,0.700207002,0.009614796,72.82598521,37.43
64.44678846,90,12.34359172,787,143.6910784,0.567,0.397,1.175,778.7418364,8.067,1113.8,10.575,449.4,1051,25.56105332,0.182859454,2.478415665,1.428211587,0.014305545,0.706590052,0.009494523,74.42080378,11.6
64.44678846,232.373,12.34359172,697,143.6910784,0.937,0.643,24.263,778.7418364,8.133,1045.5,11.683,665.4,2893,25.56105332,0.182859454,1.571235347,1.457231726,0.014305545,0.666666667,0.011174558,59.65933408,18.2
64.44678846,216.435,12.34359172,660,143.6910784,0.652,0.358,5.745,778.7418364,7.82,1144.7,12.333,632.8,1500,25.56105332,0.182859454,1.808944374,1.82122905,0.014305545,0.57657028,0.010774002,53.51495986,10.12
64.44678846,216.358,12.34359172,562,143.6910784,0.587,0.223,31.091,778.7418364,7.867,1154.4,12.6,628.4,1963,25.56105332,0.182859454,1.837046467,2.632286996,0.014305545,0.486832987,0.010914761,44.6031746,5.7
64.44678846,254.911,12.34359172,1178,143.6910784,0.442,0.228,3.558,778.7418364,8.067,1065.9,9.558,666.6,1638,25.56105332,0.182859454,1.599009901,1.938596491,0.014305545,1.10516934,0.00896707,123.2475413,5.42
64.44678846,51.594,12.34359172,771,143.6910784,0.382,0.678,1.493,778.7418364,7.84,1183.1,10.583,460.2,1483,25.56105332,0.182859454,2.570838766,0.563421829,0.014305545,0.651677796,0.008945144,72.85268827,4.42
64.44678846,230.934,12.34359172,774,143.6910784,0.482,0.378,15.777,778.7418364,7.8,1151.5,11.608,640.1,1756,25.56105332,0.182859454,1.798937666,1.275132275,0.014305545,0.672166739,0.010080764,66.678153,5.92
64.44678846,307.541,12.34359172,1403,143.6910784,0.553,0.517,1.522,778.7418364,8.25,1014.6,5.133,389.9,1388,25.56105332,0.182859454,2.602205694,1.069632495,0.014305545,1.38281096,0.005059137,273.329437,8.43
64.44678846,90,12.34359172,769,143.6910784,0.895,0.853,2.342,778.7418364,7.9,1171,10.442,450.8,1384,25.56105332,0.182859454,2.597604259,1.049237984,0.014305545,0.656703672,0.008917165,73.64489561,13.43
64.44678846,0,12.34359172,781,143.6910784,0.458,0.692,0,778.7418364,7.925,1178.7,10.542,459.2,1455,25.56105332,0.182859454,2.566855401,0.661849711,0.014305545,0.662594384,0.008943752,74.08461393,8.43
64.44678846,352.546,12.34359172,1732,143.6910784,1.294,0.718,9.272,778.7418364,7.22,853.9,3.6,395.6,1939,25.56105332,0.182859454,2.158493428,1.802228412,0.014305545,2.028340555,0.00421595,481.1111111,14.58
64.44678846,180,12.34359172,814,143.6910784,0.393,0.317,9.195,778.7418364,8.15,1108.8,11.15,656.1,2047,25.56105332,0.182859454,1.689986283,1.239747634,0.014305545,0.734126984,0.010055916,73.0044843,5.65
64.44678846,0,12.34359172,805,143.6910784,0.663,0.48,0.927,778.7418364,8.2,1167.9,10.517,470.6,1417,25.56105332,0.182859454,2.481725457,1.38125,0.014305545,0.689271342,0.009005052,76.54274033,11.18
64.44678846,345.842,12.34359172,807,143.6910784,0.43,0.658,4.772,778.7418364,8.025,1167.9,10.508,470,1417,25.56105332,0.182859454,2.484893617,0.653495441,0.014305545,0.690983817,0.008997346,76.79862962,7.5
64.44678846,180,12.34359172,1017,143.6910784,0.225,0.483,2.78,778.7418364,8.25,1125.7,8.842,432.3,1437,25.56105332,0.182859454,2.603978718,0.465838509,0.014305545,0.903437861,0.007854668,115.0192264,4.35
64.44678846,33.15,12.34359172,1333,143.6910784,0.39,0.495,4.422,778.7418364,8.35,1023.4,5.842,365.1,1014,25.56105332,0.182859454,2.803067653,0.787878788,0.014305545,1.302521008,0.005708423,228.1752824,3.85
64.44678846,22.849,12.34359172,803,143.6910784,0.416,0.546,3.017,778.7418364,7.9,1136.1,10.6,444.6,1303,25.56105332,0.182859454,2.555330634,0.761904762,0.014305545,0.706803979,0.009330165,75.75471698,7.52
64.44678846,180,12.34359172,824,143.6910784,0.43,0.457,0.927,778.7418364,8.167,1130.4,9.592,441.1,1273,25.56105332,0.182859454,2.562684199,0.940919037,0.014305545,0.728945506,0.008485492,85.90492077,6.3
64.44678846,68.877,12.34359172,1030,143.6910784,0.675,0.732,2.572,778.7418364,8.3,1070.9,7.8,379.5,1143,25.56105332,0.182859454,2.821870883,0.922131148,0.014305545,0.961807825,0.007283593,132.0512821,12.32
64.44678846,68.922,12.34359172,1182,143.6910784,0.817,0.257,2.577,778.7418364,8.325,1073.3,7.758,390.4,1332,25.56105332,0.182859454,2.749231557,3.178988327,0.014305545,1.101276437,0.007228175,152.3588554,4.68
64.44678846,127.592,12.34359172,1162,143.6910784,0.302,0.583,3.038,778.7418364,8.758,1052.5,7.825,361.3,1313,25.56105332,0.182859454,2.913091614,0.518010292,0.014305545,1.104038005,0.007434679,148.4984026,6.08
64.44678846,52.28,12.34359172,1027,143.6910784,0.502,0.866,1.516,778.7418364,8.58,1096.8,8.05,387,1285,25.56105332,0.182859454,2.834108527,0.579676674,0.014305545,0.936360321,0.007339533,127.5776398,10.2
64.44678846,0,12.34359172,1031,143.6910784,0.362,0.615,1.854,778.7418364,8.833,1106.8,8.208,401.4,1429,25.56105332,0.182859454,2.757349278,0.588617886,0.014305545,0.931514275,0.007415974,125.6091618,6.82
64.44678846,180,12.34359172,964,143.6910784,0.53,0.395,2.78,778.7418364,8.15,1128.8,9.333,423.6,1490,25.56105332,0.182859454,2.664778093,1.341772152,0.014305545,0.854004252,0.008268072,103.2894032,7.95
64.44678846,291.065,12.34359172,1038,143.6910784,0.343,0.427,2.579,778.7418364,8.177,1085.5,7.842,359.9,1313,25.56105332,0.182859454,3.016115588,0.803278689,0.014305545,0.956241363,0.007224321,132.3641928,4.57
64.44678846,51.939,12.34359172,767,143.6910784,0.738,0.516,1.504,778.7418364,7.7,1135.1,9.608,438,1579,25.56105332,0.182859454,2.591552511,1.430232558,0.014305545,0.675711391,0.008464452,79.82930891,21.82
64.44678846,255.599,12.34359172,1032,143.6910784,0.505,0.425,3.724,778.7418364,8.267,1085.5,7.842,359.9,1273,25.56105332,0.182859454,3.016115588,1.188235294,0.014305545,0.950713957,0.007224321,131.5990819,6.88
