year,lon,atl,Alk-N,Aspect,AP,Elevation,AK,TN,TP,Precipitation,SOM,Slope,SK,pH
1982,111.160139,35.27589798,,129.2274592,,450,,0.529999971,0.677999973,566.2760961,6.6,1.466299067,,8.279999733
1982,111.1617661,35.464307,,0,,690,,0.296000004,0.508000016,619.4957271,5.8,0,,7.880000114
1982,111.1617661,35.464307,,0,,690,,0.296000004,0.508000016,619.4957271,5.8,0,,7.880000114
1982,111.163589,35.176808,,328.5453327,,385,,0.504000008,0.202000007,574.74338,7.1,2.173477329,,8.93999958
1982,111.233664,35.568378,,191.5793858,,419,,0.448000014,0.611999989,552.6796494,5.9,5.662055455,,8.359999657
1982,111.234255,35.60621643,,129.1124446,,391,,0.497999996,0.56400001,552.6796494,9.2,1.469914801,,7.940000057
1982,111.2531185,35.83722504,,129.0311161,,545,,0.82249999,0.465000004,592.3203995,16.45,1.472485908,,8.274999619
1982,111.329149,38.525209,,97.42882342,,1237,,0.310000002,0.568000019,456.794551,3.44,7.136344754,,8.119999886
1982,111.358542,35.353587,,180,,540,,0.326000005,0.628000021,555.6375568,5.02,1.854334169,,7.840000153
1982,111.364994,35.336818,,67.81031672,,537,,0.518000007,0.843999982,560.9017695,9.26,2.454295037,,8
1982,111.3946304,36.07817841,,157.5872183,,466,,1.532666667,0.810000002,507.4968466,36,3.007068529,,7.966666667
1982,111.424482,34.884051,,39.10069816,,513,,0.589999974,0.305999994,590.0482293,6.78,3.580812571,,8.340000153
1982,111.430929,37.602714,,0,,1375,,0.714999974,0.535000026,466.0242557,6.63,1.854334169,,6.966666667
1982,111.440046,36.062389,,51.04878022,,423,,1.611999989,0.74000001,496.4944443,33.78,2.948094239,,8.159999847
1982,111.458451,36.74813843,,299.7841744,,1169,,0.460000008,0.319999993,460.0438772,5.8,18.04995621,,8.274999619
1982,111.4601974,37.071776,,8.22870348,,1154,,0.709999979,0.540000021,464.0655738,8.5,23.03812021,,8.25
1982,111.487275,35.662406,,270,,453,,0.995000005,0.557500005,536.1864784,11.8,1.141425068,,8.050000191
1982,111.518871,36.925796,,108.9117645,,931,,0.565999985,0.582000017,484.358017,11.42,16.68190914,,8.300000191
1982,111.526625,35.471106,,180,,628,,0.404000014,0.294,541.9835532,5.64,1.854334169,,8.199999809
1982,111.599632,38.237612,,273.9072435,,1261,,0.660000026,0.839999974,443.0323865,8.1,25.41345788,,8.024999619
1982,111.6151962,35.72553635,,309.0704922,,551,,0.727500021,0.430000007,583.4647383,8.6,2.940541578,,8.399999619
1982,111.626096,36.561121,,300.2917353,,766,,0.467999995,0.460000008,435.6804097,6.52,14.39930381,,7.960000038
1982,111.6377945,35.767462,,270,,645,,0.493999988,0.527999997,648.2448167,5.76,2.284950301,,8.359999657
1982,111.648882,37.18727875,,128.5430961,,893,,0.538333333,0.483333333,518.9528134,9.55,1.488168395,,8.033333333
1982,111.6536331,36.529554,,154.422144,,727,,0.458333333,0,435.6804097,6.2,13.1324849,,7.966666667
1982,111.675672,35.294452,,235.7779769,,561,,0.60799998,0.772000015,651.7916026,8.3,8.189579697,,8.300000191
1982,111.714208,38.755696,,270,,1572,,0.400000006,0.469999999,472.4297406,5.63,5.925603871,,8.300000191
1982,111.727723,37.867677,,244.0893923,,2111,,0.333333333,0.629999995,443.992954,5.52,16.50798582,,7.016666667
1982,111.735005,38.856641,,101.0165154,,1543,,0.321999997,0.639999986,462.9948328,4.36,4.842076808,,8.5
1982,111.745782,38.832847,,270,,1523,,0.263999999,0.395999998,437.9433274,5.08,7.107214824,,8.210000038
1982,111.751997,36.299011,,231.1333776,,500,,1.044999957,0.529999971,520.8544211,20.62,2.953482482,,8.050000191
1982,111.7567139,35.744169,,122.9959366,,605,,0.403333333,0.430000007,553.8914762,5.5,6.780694177,,8.066666667
1982,111.761634,35.704442,,0,,631,,0.617999971,0.550000012,564.7794333,8.08,1.854334169,,8.279999733
1982,111.770687,36.585458,,320.2987333,,636,,0.660000026,0.675000012,470.3372283,12.83,7.194915906,,8.074999809
1982,111.784976,35.104596,,222.5132201,,430,,0.535000026,0.689999998,674.8013516,4.8,19.36008169,,7.637499809
1982,111.803552,36.35268021,,248.0657826,,856,,0.262499988,0.352499992,568.6402495,5.43,4.953549241,,
1982,111.855367,39.532144,,185.1097132,,1329,,0.564999998,0.474999994,410.4740927,7.18,25.23536342,,8.050000191
1982,111.881413,37.154092,,242.0164056,,732,,0.746666667,0.569999993,462.8122351,11.07,3.947085642,,8.216666667
1982,111.884475,37.09851456,,248.2579223,,729,,0.333333333,0.496666667,488.9882314,6.25,4.994965588,,8.166666667
1982,111.891114,36.023523,,301.2402055,,881,,0.493999988,0.611999989,543.6423025,7.86,5.349475471,,8.380000114
1982,111.892872,39.33632278,,312.0614417,,1425,,0.409999996,0.55250001,457.4177757,6.73,9.600390815,,8.449999809
1982,111.893794,38.425531,,32.54725053,,1378,,0.419999987,0.460000008,431.8328157,4.5,2.199507482,,8.399999619
1982,111.916481,37.340333,,51.51364049,,746,,0.381666667,0.600000024,453.3622288,5.57,1.490020361,,8.100000381
1982,112.025336,37.301282,,32.15215736,,739,,0.426666667,0.573333333,457.3182366,4.57,2.189931068,,8.116666667
1982,112.065648,35.457509,,68.71582808,,1531,,0.735000014,0.182500005,608.9619051,14.38,26.13011378,,6.875
1982,112.089158,35.932275,,235.9901062,,1190,,0.519999981,0.305999994,600.9123664,6.74,8.233845352,,8.239999771
1982,112.089662,39.513918,,353.5690314,,1560,,0.628000021,0.483999997,385.3489975,10.78,20.53978679,,8.659999847
1982,112.092965,37.234353,,90,,742,,0.340000004,0.529999971,492.8699335,4.98,1.164785741,,7.71999979
1982,112.100713,36.631139,,175.2510927,,1685,,1.218000054,0.572000027,535.7271998,27.74,13.69347093,,6.639999866
1982,112.156719,38.962539,,253.7441536,,2406,,2.007999897,0.699999988,469.4007622,49.86,9.842036025,,6.800000191
1982,112.168602,38.943152,,110.2246984,,2231,,1.480000019,0.605000019,469.4007622,31.1,22.852079,,6.925000191
1982,112.213893,37.592146,,157.1846774,,781,,0.649999976,0.31400001,414.3875316,10.52,3.015865473,,7.570000172
1982,112.224715,36.32891464,,130.562915,,1105,,0.680000007,0.540000021,519.3539501,9.78,22.93752005,,
1982,112.265562,37.168567,,327.8932916,,836,,0.560000002,0.540000021,479.1292449,8.68,4.371312581,,7.880000114
1982,112.29245,37.623428,,102.7511206,,818,,0.239999995,0.486666667,422.4502544,4.47,8.344853819,,8
1982,112.293773,36.361386,,285.0257624,,975,,0.458000004,0.428000003,520.169733,5.24,14.02329427,,8
1982,112.295779,39.067964,,270,,1335,,0.568000019,0.689999998,417.3333579,11.8,1.194434661,,8.159999847
1982,112.304965,37.625593,,242.1654257,,817,,0.453999996,0.291999996,422.4502544,6.18,3.966453039,,7.960000038
1982,112.310551,37.686318,,79.24598642,,1157,,0.600000024,0.147499993,427.7293423,16.55,27.49819552,,8.175000191
1982,112.355434,35.563479,,67.8666962,,830,,0.850000024,0.252000004,666.0638087,7.2,12.12441158,,7.920000076
1982,112.366197,35.367716,,219.2674084,,864,,0.727500021,0.297500014,633.922113,14.1,7.150633609,,8.074999809
1982,112.372827,38.054484,,85.17754682,,1497,,1.054999948,0.55250001,455.8045546,20.4,30.01350829,,8.300000191
1982,112.385178,39.36781693,,147.1070339,,1120,,0.497999996,0.513999999,392.1271663,13.18,2.208042394,,8.300000191
1982,112.426173,38.71900177,,333.7586919,,1987,,0.834999979,0.529999971,467.8284763,11.75,13.20397683,,6.599999905
1982,112.449293,36.228572,,114.7474142,,1126,,0.542500019,0.647499979,567.8358319,7.03,8.792711884,,
1982,112.463203,37.647306,,270,,765,,0.409999996,0.398571429,407.3592632,5.23,1.17122702,,8.114285714
1982,112.491334,35.454702,,346.2052144,,648,,0.439999998,0.361999989,640.655925,2.98,4.764180016,,7.420000076
1982,112.4992447,37.746257,,51.66548061,,778,,1.404999971,1.152500033,399.9636659,37.43,2.987980303,,7.800000191
1982,112.513148,37.865062,,90,,787,,0.566666667,0.396666667,340.007683,11.6,1.174678822,,8.066666667
1982,112.5331116,35.292888,,232.372709,,697,,0.936666667,0.643333333,547.3562197,18.2,24.2634001,,8.133333333
1982,112.545307,35.63022995,,216.4345696,,660,,0.65200001,0.35800001,645.7343733,10.12,5.744809468,,7.820000172
1982,112.559285,35.404733,,216.357677,,562,,0.586666667,0.223333333,599.9071074,5.7,31.09091463,,7.866666667
1982,112.570972,36.01762009,,254.9111725,,1178,,0.441666667,0.228333333,673.9539643,5.42,3.55835724,,8.066666667
1982,112.572925,37.557055,,51.59445149,,771,,0.381999999,0.677999973,429.4230831,4.42,1.492668652,,7.840000153
1982,112.575177,35.738192,,230.9340059,,774,,0.481999993,0.377999991,609.2407963,5.92,15.77748747,,7.800000191
1982,112.582653,39.783904,,307.5409625,,1403,,0.55250001,0.517499983,438.7029641,8.43,1.521794697,,8.25
1982,112.583688,37.654416,,90,,769,,0.894999981,0.852500021,437.5655387,13.43,2.341703494,,7.900000095
1982,112.608562,37.563603,,0,,781,,0.457500011,0.692499995,428.0689561,8.43,0,,7.925000191
1982,112.6231766,40.154801,,352.5458955,,1732,,1.29400003,0.717999995,470.5582697,14.58,9.27215936,,7.21999979
1982,112.624947,35.709169,,180,,814,,0.392500013,0.317499995,602.1326703,5.65,9.195145327,,8.149999619
1982,112.6784744,37.54688644,,0,,805,,0.663333333,0.479999989,441.2154417,11.18,0.927409937,,8.199999809
1982,112.683823,37.54785156,,345.8421666,,807,,0.430000007,0.657500029,441.2154417,7.5,4.771664649,,8.024999619
1982,112.702431,38.196609,,180,,1017,,0.224999994,0.483333333,422.2521142,4.35,2.780288516,,8.25
1982,112.706132,40.04542542,,33.1501438,,1333,,0.389999986,0.495000005,412.7215875,3.85,4.422377546,,8.350000381
1982,112.7158508,37.712885,,22.84866426,,803,,0.416000009,0.546000004,414.8806738,7.52,3.016603085,,7.900000095
1982,112.724797,38.315585,,180,,824,,0.430000007,0.456666667,401.1154752,6.3,0.927409937,,8.166666667
1982,112.746696,39.407397,,68.87719506,,1030,,0.675000012,0.731666667,400.7421557,12.32,2.572002958,,8.300000191
1982,112.760983,39.570475,,68.92232177,,1182,,0.817499995,0.257499993,394.6115588,4.68,2.57725099,,8.324999809
1982,112.773821,39.657695,,127.5915972,,1162,,0.301666667,0.583333333,402.7713418,6.08,3.03795937,,8.758333333
1982,112.787744,39.3366394,,52.2802787,,1027,,0.501999974,0.865999997,413.3591147,10.2,1.515651487,,8.579999924
1982,112.7892609,39.29547882,,0,,1031,,0.361666667,0.61500001,414.8847129,6.82,1.854334169,,8.833333333
1982,112.821622,39.051288,,180,,964,,0.529999971,0.395000011,412.2966286,7.95,2.780288516,,8.149999619
1982,112.832471,39.61528397,,291.065269,,1038,,0.343333333,0.426666667,413.05535,4.57,2.578698158,,8.176666667
1982,112.834652,38.464162,,51.9391508,,767,,0.737999976,0.515999973,424.2886808,21.82,1.504105211,,7.699999809
1982,112.8356018,39.615537,,255.5987265,,1032,,0.504999995,0.425000012,413.05535,6.88,3.723932651,,8.266666667
1982,112.847746,38.458628,,90,,769,,0.568000019,0.493999988,424.2886808,7.52,2.367547278,,8.619999886
1982,112.850387,38.526286,,128.0368313,,761,,0.182500005,0,441.7860578,3.13,1.504910654,,8.625
1982,112.863657,35.894207,,211.6831641,,917,,0.508000016,0.527999997,663.122213,7.1,6.511389248,,8.199999809
1982,112.894316,39.926694,,77.04397282,,1611,,0.555000007,0.555000007,387.4517039,9.53,12.22169424,,8.324999809
1982,112.903232,39.608793,,276.2806744,,1070,,0.561999977,0.635999978,413.05535,8.94,8.416977688,,8.515999794
1982,112.914729,38.578153,,51.98314908,,772,,0.319999993,1.217499971,445.6621781,5.55,1.505581556,,8.5
1982,112.930283,36.304167,,90,,916,,0.536666667,0.316666667,604.0060534,10.07,1.150742307,,7.699999809
1982,112.947847,39.850401,,314.9436212,,1444,,0.834999979,0.180000007,390.0068552,16,16.58889,,8.100000381
1982,112.951735,37.901327,,17.57971148,,1124,,0.529999971,0.677999973,391.5547615,6.6,3.885747539,,8.220000267
1982,112.953998,37.89163208,,281.1607404,,1178,,0.648000002,0.547999978,391.5547615,12.16,18.49629819,,8.039999962
1982,112.957149,40.12801361,,6.220036509,,1283,,0.381999999,0.333999991,402.1494332,6.04,11.0564827,,8.251999855
1982,112.9577255,38.495462,,90,,754,,0.557500005,1.284999967,447.2709094,9.18,1.1848815,,9.050000191
1982,112.977592,36.162188,,68.01731297,,934,,0.466666667,0.38499999,582.7689081,10.03,2.476216965,,8.283333333
1982,112.981145,39.509475,,307.6508947,,1008,,0.535000026,0.523333333,401.2213198,8.1,1.51800915,,8.166666667
1982,112.9965363,36.673845,,140.2664533,,989,,0.523999989,0.395999998,605.8367499,6.28,3.613382454,,8.279999733
1982,113.031213,36.21007919,,231.1014249,,905,,0.720000029,0.305999994,579.2006297,10.86,1.476701746,,8.140000343
1982,113.033054,38.393075,,194.3150904,,1777,,0.904999971,1.629999995,491.2213744,15.3,9.484524878,,7.099999905
1982,113.043568,36.799821,,111.8195412,,987,,0.197999999,0.526000023,611.8844622,4.92,9.882310363,,8.479999542
1982,113.060662,39.801312,,0,,1028,,0.529999971,0.433333333,365.1123797,9.28,0,,8.316666667
1982,113.0646057,37.831555,,223.5187914,,1129,,0.584999979,0.567499995,367.8324934,8.45,5.102610066,,8.425000191
1982,113.067324,36.472561,,180,,883,,0.68599999,0.412,620.4366599,13.22,0.927409937,,8.100000381
1982,113.073017,35.925717,,275.7799153,,1073,,0.577499986,0.242500007,573.3110996,6.9,9.131635174,,7.699999809
1982,113.115884,39.11860275,,259.0231862,,895,,0.418000013,0.621999979,489.7239828,8,4.859291284,,8.399999619
1982,113.121219,35.664099,,293.6280395,,997,,0.370000005,0.310000002,621.2200092,5.5,15.78678367,,7.199999809
1982,113.154793,40.013078,,232.5516826,,1062,,0.504000008,0.477999985,358.1285117,15.32,1.525004016,,8.199999809
1982,113.182937,35.579143,,298.4669144,,885,,1.149999976,0.694999993,581.5147701,19.3,3.885728299,,8
1982,113.205748,35.87152863,,247.9438942,,1218,,1.065000057,0.460000008,649.9932641,16.35,2.468393223,,8.074999809
1982,113.307201,40.04908752,,170.725822,,1042,,0.39199999,0.560000002,350.1005566,6.26,7.47549297,,8.260000229
1982,113.339183,37.448873,,241.3741312,,1493,,0.603333333,0.543333333,542.3235714,7.9,20.38888017,,8.033333333
1982,113.3675079,37.072003,,202.6739128,,1105,,0.575999975,0.493999988,567.0154285,12.96,3.012752397,,7.739999771
1982,113.391384,35.713004,,67.9039944,,1332,,1.012500048,0.577499986,613.6702413,13.63,4.919245292,,7.949999809
1982,113.409588,40.146227,,194.66237,,1142,,0.485000014,0.730000019,342.5137044,6.75,4.78242327,,8.364999771
1982,113.424119,40.03007889,,270,,1039,,0.177499995,0.36500001,347.7999935,4.45,1.211110301,,8.319999695
1982,113.436791,39.996122,,180,,1027,,0.360000014,0.444999993,357.1693117,4.57,2.780288516,,8.303333333
1982,113.446554,40.05878448,,180,,1053,,0.316666667,0.343333333,347.7999935,5.6,1.854334169,,8.256666667
1982,113.4491348,36.821108,,114.5809974,,958,,0.270000011,0.879999995,563.1729564,5.87,25.03155182,,7.966666667
1982,113.456775,40.018687,,90,,1037,,0.405999988,0.465000004,357.1693117,5.82,1.210903271,,8.293999672
1982,113.4781799,35.850091,,2.942712603,,1397,,2.154999971,0.74000001,607.4927307,42.93,21.25700416,,6.800000191
1982,113.481115,39.823737,,317.0759625,,1118,,0.523999989,0.541999996,354.7644796,8.1,8.796560052,,8.260000229
1982,113.486438,37.875728,,194.2181097,,775,,0.340000004,0.74000001,455.57859,6.9,9.480517754,,8.100000381
1982,113.513459,35.713473,,184.4016856,,1416,,1.017500043,0.584999979,572.9514044,18.18,14.56190009,,7.75
1982,113.532948,38.871802,,268.4621742,,1722,,0.764999986,2.809999943,707.4912632,10.6,31.09799152,,6.974999905
1982,113.565144,40.08877945,,110.9330876,,1091,,0.391666667,0.848333333,334.3522614,6.38,2.594222198,,8.350000381
1982,113.578811,37.945283,,212.3761802,,793,,0.600000024,1.082000017,488.8367529,14.74,4.384248793,,7.699999809
1982,113.580096,36.87622833,,246.4270786,,1053,,0.479999989,0.423333333,548.8209748,9.43,25.90747935,,8.066666667
1982,113.5895462,40.17442703,,33.19987096,,1233,,0.430000007,0.588,355.1275123,5.36,2.215742592,,8.300000191
1982,113.619466,40.14455795,,146.8117271,,1275,,0.763999999,0.444000006,330.4307309,7.72,2.215449467,,8.380000114
1982,113.622428,38.708352,,138.420951,,1398,,0.714999974,0.867500007,621.5143246,10.4,29.36409986,,8.25
1982,113.638754,40.022817,,180,,1055,,0.476000011,0.305999994,354.9216127,4.86,2.780288516,,8.286000252
1982,113.651299,39.990442,,110.9605969,,1017,,0.451666667,0.535000026,354.9441941,5.02,2.590974863,,8.416666667
1982,113.675328,37.864264,,248.4591622,,751,,0.55250001,0.922500014,474.7690779,13.28,21.64306268,,7.974999905
1982,113.675737,37.807433,,111.555873,,770,,0.713999987,0.238000005,503.9628156,9.96,5.035821306,,7.159999847
1982,113.690051,39.301421,,307.7335951,,1147,,0.508000016,0.523999989,467.6318112,6.74,3.028238526,,8.43999958
1982,113.692776,40.24069977,,0,,1055,,0.296666667,1.026666667,347.3377351,4.9,1.854334169,,8.683333333
1982,113.713709,37.792178,,312.0861194,,709,,0.486666667,0.556666667,504.6554732,6.03,10.93568424,,7.5
1982,113.719888,38.83739853,,267.0273854,,1507,,0.482499987,0.805000007,623.9414524,4.35,17.33585047,,7.400000095
1982,113.728048,40.312493,,90,,1036,,0.224999994,0.605000019,333.2628228,3.8,1.216155488,,9.533333333
1982,113.749135,38.000571,,141.5805749,,794,,1.166666667,0.626666667,469.8383421,19.53,18.29289096,,7.900000095
1982,113.7658997,37.694222,,328.6128887,,1103,,0.708000004,1.511999965,519.6318407,12.14,28.80708152,,7.980000019
1982,113.768866,39.292944,,0,,1160,,0.305000007,0.439999998,453.1708846,3.85,2.780288516,,8.649999619
1982,113.802383,38.005562,,284.7163628,,728,,1.350000024,0.387499988,478.4707766,20.68,10.82256644,,7.875
1982,113.843154,40.295847,,213.2469472,,1024,,0.343333333,0.595000029,339.4562822,5.27,2.21693411,,9
1982,113.878928,40.240874,,0,,1157,,0.482499987,0.519999981,374.9305457,6.98,2.780288516,,8.375
1982,113.910853,40.286764,,0,,1033,,0.263333333,0.846666667,347.6647144,4.57,2.780288516,,8.100000381
1982,113.934756,39.61103058,,240.5356198,,1694,,1.200000048,0.709999979,428.3915125,25.15,35.90515829,,8.300000191
1982,113.940419,40.390627,,270,,1012,,0.333000004,0.666666667,419.0181387,8.22,1.217563513,,8.701666667
1982,113.9869766,40.362928,,52.69419219,,1009,,0.233999997,0.360000014,405.5899963,3.54,1.52997502,,9.562000275
1982,114.009435,39.154337,,247.3371091,,761,,1.483999968,0.393999994,575.8499112,29.86,16.38794976,,7.084000111
1982,114.033826,40.10089111,,255.6960256,,961,,0.458333333,0.449999988,366.3191608,6.75,3.748659436,,8.399999619
1982,114.044246,40.402579,,127.2896357,,1002,,0.340000004,0.528333333,411.0270156,5.98,1.530541779,,9.216666667
2012,110.314118,34.774735,,328.6704504,17.61000061,372,187.1999969,1.080000043,,520.0259711,16.02,2.170585797,1305.7,
2012,110.319146,34.63521194,,0,18.36000061,372,158.8099976,0.74000001,,542.152992,13.66,0,758.8,
2012,110.335817,34.839776,,0,19.52000046,371,271.3999939,1.049999952,,513.0165114,18.52,0,1376.3,
2012,110.393107,34.99996948,,90,18.27000046,398,193.5,0.810000002,,496.083369,13.08,1.132110013,1190.9,
2012,110.429632,34.952352,,180,20.64999962,383,246.1999969,0.939999998,,519.6188393,13.83,1.854334169,1353.4,
2012,110.437845,34.672933,,166.331768,17.54999924,544,167.5,0.709999979,,546.538341,12.73,4.761621167,789.81,
2012,110.449681,34.864073,,270,20.02000046,359,219,1.269999981,,505.3204531,20.13,1.130233657,1245,
2012,110.451326,34.873176,,0,21.73999977,350,207.8999939,1.039999962,,505.3204531,16.55,0.927409937,1424.5,
2012,110.4670181,34.86026001,,337.8914165,18.87000084,357,163.6000061,1.24000001,,505.3204531,20.21,3.000552495,1390.6,
2012,110.483922,37.065781,,11.79776985,8.550000191,754,124.5599976,0.629999995,,552.1209216,15.55,16.57658453,825.51,
2012,110.485468,36.777751,,90,10.69999981,895,139,0.550000012,,591.7732856,9.98,2.314677624,934.3,
2012,110.495627,36.838151,,51.32854841,11.32999992,904,139.1999969,0.280000001,,590.6838731,10.12,27.39002582,936.4,
2012,110.511702,34.629617,,137.6516919,16.92000008,378,155.5,0.709999979,,516.8279257,12.73,5.007032969,820.16,
2012,110.523342,38.04096603,,66.75246317,5.940000057,915,94,0.389999986,,590.1751564,6.22,13.82435712,657,
2012,110.5272217,36.677678,,54.51510254,9,1089,115.4000015,0.5,,550.3511598,8.82,33.79341685,792,
2012,110.5358353,36.936263,,150.3740991,7.889999866,900,130.3200073,0.620000005,,575.5484299,14.36,22.27837067,817.83,
2012,110.535881,38.13354492,,170.9702221,3.25999999,871,82,0.330000013,,586.3765759,4.96,14.69514243,634,
2012,110.562592,34.953893,,211.3850167,15.38000011,355,206.3999939,0.850000024,,502.0041101,14.94,4.337507339,1311.6,
2012,110.563122,34.69242859,,112.348086,19.77000046,597,150.6999969,0.74000001,,536.9034368,13.16,2.43780095,818.1,
2012,110.5796127,37.005776,,218.8341753,6.960000038,965,115.7900009,0.529999971,,580.0921393,10.75,16.22162176,870.29,
2012,110.598489,36.636447,,316.9346151,10.56999969,891,134.3000031,0.560000002,,535.4204982,10.22,5.064908118,917.3,
2012,110.634715,36.76872635,,293.133634,11.11999989,920,136.8000031,0.579999983,,569.8527795,10.54,33.39488456,919.4,
2012,110.635334,34.698181,,180,17.34000015,550,147.3000031,0.75999999,,531.4762304,13.57,0.927409937,801.04,
2012,110.636018,34.869323,,328.6411789,19.64999962,355,235.5,1.169999957,,518.9446557,18.89,2.171260659,1433.2,
2012,110.640505,37.874618,,273.7634849,6.239999771,872,114,0.360000014,,598.2845976,4.6,13.8539399,524,
2012,110.6420288,35.747348,,156.2481936,10.22999954,848,148.7200012,0.620000005,,505.7823482,15.32,13.90679734,,
2012,110.6653976,35.640825,,270,17.55999947,416,198.0399933,0.930000007,,504.7486709,28.59,4.555442615,,
2012,110.669602,37.41231155,,135.7881821,4.290999889,677,93.06999969,0.48300001,,571.2352466,5.99,26.42082841,689.17,
2012,110.670294,38.04627609,,246.7538821,3.809999943,1049,84.5,0.370000005,,603.2082668,4.94,13.82512353,617,
2012,110.676118,35.586156,,90,16.42000008,373,134.9600067,0.589999974,,498.2669952,15.61,3.417399733,,
2012,110.690959,34.707519,,129.4225815,17.95000076,521,173.1000061,0.839999974,,524.1497313,15.1,2.918543359,814.46,
2012,110.694675,37.210382,,304.6145783,8.779999733,809,119.4800034,0.610000014,,563.1128303,13.05,55.98708412,809,
2012,110.699205,37.300656,,298.8418543,3.880000114,724,108.9800034,0.474000007,,566.2021396,6.42,16.8050828,765.11,
2012,110.699913,36.83366394,,148.0068389,11.18000031,1019,143.6000061,0.579999983,,571.9545162,10.74,6.533112804,925.3,
2012,110.705647,35.516305,,50.85615515,16.68000031,471,213.0800018,0.74000001,,493.2662211,16.65,1.468925312,,
2012,110.7154846,35.603244,,273.5788232,22.71999931,431,194.0500031,0.949999988,,498.2669952,23.14,14.53822455,,
2012,110.717449,35.679576,,309.0867082,18.57999992,476,235.1799927,0.939999998,,502.5307572,29.83,1.470727138,,
2012,110.719758,37.13245773,,0,7.78000021,948,124.8000031,0.670000017,,573.2952831,14.87,4.627367506,712.54,
2012,110.728453,36.641889,,263.4609633,11.15999985,938,136.6999969,0.579999983,,522.6252785,10.85,8.090249704,938.6,
2012,110.729205,34.70523834,,270,18.45000076,504,169,0.850000024,,514.047048,15.33,2.255252074,849.21,
2012,110.734256,35.005426,,270,16.53000069,357,264.7999878,0.949999988,,491.6420532,14.03,1.132186867,1250.1,
2012,110.745376,37.791895,,343.5498476,6.769999981,808,100,0.330000013,,602.04675,4.73,26.8558405,668,
2012,110.7484589,37.946651,,0,5.949999809,988,116,0.419999987,,614.5770799,5.21,19.60238841,734,
2012,110.756397,35.676913,,180,16.77000046,487,213.9100037,0.879999995,,502.5307572,21.52,0.927409937,,
